"gene_id"	"n_genes_50kb"	"n_genes_100kb"	"n_genes_200kb"	"n_genes_500kb"	"n_genes_1000kb"
"ENSG00000122692"	2	4	4	8	16
"ENSG00000122694"	2	4	5	8	25
"ENSG00000122696"	2	3	4	6	11
"ENSG00000122705"	2	2	5	6	18
"ENSG00000122707"	1	1	3	9	27
"ENSG00000122711"	2	3	5	11	13
"ENSG00000122718"	1	1	4	17	28
"ENSG00000122728"	1	1	4	7	11
"ENSG00000122729"	1	2	2	6	7
"ENSG00000122733"	2	2	5	11	26
"ENSG00000122735"	1	3	5	21	24
"ENSG00000122741"	1	3	6	8	12
"ENSG00000122756"	1	5	12	20	27
"ENSG00000123453"	1	2	3	9	20
"ENSG00000123454"	2	2	4	11	22
"ENSG00000123975"	2	3	3	4	7
"ENSG00000125482"	2	3	3	6	10
"ENSG00000125484"	2	3	4	7	15
"ENSG00000125485"	1	3	5	7	14
"ENSG00000125492"	3	3	4	7	13
"ENSG00000126878"	3	3	3	8	15
"ENSG00000126882"	2	3	3	7	12
"ENSG00000126883"	1	1	4	7	14
"ENSG00000127080"	2	2	3	8	14
"ENSG00000127081"	1	1	3	7	14
"ENSG00000127083"	3	4	6	8	12
"ENSG00000127084"	1	1	2	7	13
"ENSG00000127191"	1	6	15	35	59
"ENSG00000130045"	1	1	2	2	5
"ENSG00000130222"	1	1	1	3	5
"ENSG00000130558"	1	1	1	5	12
"ENSG00000130559"	1	1	3	7	18
"ENSG00000130560"	1	2	3	7	25
"ENSG00000130635"	1	1	1	3	5
"ENSG00000130653"	1	4	8	14	40
"ENSG00000130707"	1	2	3	7	12
"ENSG00000130711"	2	4	4	8	12
"ENSG00000130713"	3	3	4	7	12
"ENSG00000130714"	3	3	4	6	10
"ENSG00000130717"	2	4	4	5	10
"ENSG00000130720"	1	3	4	8	14
"ENSG00000130723"	1	1	3	7	10
"ENSG00000130948"	1	1	2	5	9
"ENSG00000130950"	2	2	3	5	8
"ENSG00000130956"	2	2	4	6	11
"ENSG00000130957"	1	2	2	5	7
"ENSG00000130958"	1	2	4	5	9
"ENSG00000131668"	1	1	2	2	8
"ENSG00000131669"	2	3	5	7	12
"ENSG00000132498"	1	2	2	2	4
"ENSG00000134996"	1	2	3	5	6
"ENSG00000135002"	1	3	3	4	4
"ENSG00000135018"	1	2	3	5	8
"ENSG00000135040"	1	2	2	4	6
"ENSG00000135045"	1	2	3	5	6
"ENSG00000135046"	1	1	2	2	3
"ENSG00000135047"	2	2	2	4	4
"ENSG00000135048"	1	1	1	3	6
"ENSG00000135049"	1	1	1	1	3
"ENSG00000135052"	1	2	2	5	6
"ENSG00000135063"	1	1	2	4	9
"ENSG00000135069"	1	2	2	2	3
"ENSG00000135070"	3	3	3	4	5
"ENSG00000136783"	2	3	4	11	12
"ENSG00000136802"	3	6	9	19	24
"ENSG00000136807"	3	4	11	16	31
"ENSG00000136810"	1	2	5	6	8
"ENSG00000136811"	1	3	5	16	34
"ENSG00000136813"	1	1	2	7	10
"ENSG00000136816"	3	4	7	11	14
"ENSG00000136819"	4	4	6	11	14
"ENSG00000136824"	1	1	1	1	8
"ENSG00000136826"	1	1	1	2	4
"ENSG00000136827"	4	4	7	11	14
"ENSG00000136828"	2	2	2	5	11
"ENSG00000136830"	1	2	5	13	23
"ENSG00000136834"	1	4	8	16	27
"ENSG00000136839"	3	4	7	11	12
"ENSG00000136840"	4	6	8	21	35
"ENSG00000136842"	1	2	4	6	10
"ENSG00000136848"	1	1	1	2	9
"ENSG00000136854"	1	2	7	16	27
"ENSG00000136856"	3	5	5	8	19
"ENSG00000136859"	2	2	2	4	11
"ENSG00000136861"	1	1	1	2	7
"ENSG00000136866"	1	1	1	9	18
"ENSG00000136867"	2	2	4	12	18
"ENSG00000136868"	3	4	7	14	16
"ENSG00000136869"	1	1	1	1	2
"ENSG00000136870"	4	4	6	9	9
"ENSG00000136872"	2	5	5	9	9
"ENSG00000136874"	1	2	3	4	6
"ENSG00000136875"	4	5	8	14	16
"ENSG00000136877"	3	4	10	16	32
"ENSG00000136878"	2	5	5	11	14
"ENSG00000136881"	2	5	5	9	9
"ENSG00000136883"	2	3	4	7	10
"ENSG00000136888"	2	2	3	5	11
"ENSG00000136891"	1	2	3	6	9
"ENSG00000136895"	1	1	3	8	18
"ENSG00000136897"	3	4	6	9	9
"ENSG00000136908"	4	5	7	22	35
"ENSG00000136918"	4	5	7	7	14
"ENSG00000136925"	3	3	4	7	12
"ENSG00000136928"	1	1	1	3	9
"ENSG00000136929"	2	3	4	8	14
"ENSG00000136930"	1	2	4	5	12
"ENSG00000136931"	3	3	4	5	12
"ENSG00000136932"	2	2	4	9	14
"ENSG00000136933"	2	4	5	6	12
"ENSG00000136935"	1	3	6	8	14
"ENSG00000136936"	2	2	4	8	13
"ENSG00000136937"	3	3	4	6	13
"ENSG00000136938"	1	1	5	8	13
"ENSG00000136939"	1	3	8	19	26
"ENSG00000136940"	3	4	7	15	24
"ENSG00000136942"	4	5	7	7	14
"ENSG00000136943"	2	2	3	5	10
"ENSG00000136944"	1	1	1	4	6
"ENSG00000136950"	4	4	7	7	14
"ENSG00000137033"	1	1	2	6	11
"ENSG00000137038"	1	1	1	1	2
"ENSG00000137040"	2	2	2	6	10
"ENSG00000137054"	2	3	5	7	13
"ENSG00000137055"	2	3	4	5	7
"ENSG00000137070"	6	10	13	16	30
"ENSG00000137073"	1	1	2	5	12
"ENSG00000137074"	1	3	3	7	17
"ENSG00000137075"	1	1	1	6	9
"ENSG00000137076"	4	8	15	22	29
"ENSG00000137077"	3	6	12	16	31
"ENSG00000137078"	5	8	13	21	26
"ENSG00000137080"	3	5	9	17	19
"ENSG00000137090"	1	1	2	4	5
"ENSG00000137094"	2	4	7	10	27
"ENSG00000137098"	5	5	12	23	29
"ENSG00000137100"	5	10	14	18	31
"ENSG00000137101"	3	6	10	21	25
"ENSG00000137103"	5	6	11	21	29
"ENSG00000137106"	2	2	5	7	13
"ENSG00000137124"	2	2	2	3	5
"ENSG00000137133"	5	5	12	21	29
"ENSG00000137135"	6	7	12	21	26
"ENSG00000137142"	2	2	2	3	4
"ENSG00000137145"	1	1	2	6	9
"ENSG00000137154"	2	3	3	5	9
"ENSG00000138835"	1	1	2	10	15
"ENSG00000147852"	1	1	3	3	4
"ENSG00000147853"	2	2	5	7	11
"ENSG00000147854"	2	2	3	5	8
"ENSG00000147862"	1	1	1	1	4
"ENSG00000147869"	2	3	3	3	5
"ENSG00000147872"	1	2	4	7	9
"ENSG00000147873"	2	3	9	17	20
"ENSG00000147874"	1	4	4	6	9
"ENSG00000147883"	2	3	4	4	5
"ENSG00000147885"	5	6	9	18	19
"ENSG00000147889"	3	4	4	4	6
"ENSG00000147894"	1	3	3	3	7
"ENSG00000147896"	3	3	3	4	7
"ENSG00000147905"	1	1	1	5	8
"ENSG00000147912"	1	3	4	9	12
"ENSG00000147926"	1	1	2	2	2
"ENSG00000147955"	7	10	13	17	30
"ENSG00000147996"	1	2	2	3	8
"ENSG00000148019"	1	2	2	3	3
"ENSG00000148053"	1	1	1	1	1
"ENSG00000148057"	1	2	3	5	8
"ENSG00000148082"	1	1	3	5	6
"ENSG00000148090"	1	1	1	2	4
"ENSG00000148110"	1	1	2	5	8
"ENSG00000148120"	1	1	1	2	5
"ENSG00000148123"	1	1	1	5	9
"ENSG00000148136"	3	4	7	10	12
"ENSG00000148143"	2	2	2	2	3
"ENSG00000148153"	1	3	3	6	10
"ENSG00000148154"	1	1	1	6	11
"ENSG00000148156"	3	3	5	6	8
"ENSG00000148158"	1	1	3	5	15
"ENSG00000148175"	3	3	3	6	10
"ENSG00000148180"	1	2	5	6	11
"ENSG00000148187"	1	2	6	12	21
"ENSG00000148200"	1	1	1	9	11
"ENSG00000148204"	2	2	3	3	8
"ENSG00000148215"	3	4	6	16	24
"ENSG00000148218"	5	5	8	13	15
"ENSG00000148219"	1	1	1	2	2
"ENSG00000148225"	3	5	10	13	16
"ENSG00000148229"	3	6	7	13	15
"ENSG00000148248"	6	9	10	17	26
"ENSG00000148288"	2	3	5	16	27
"ENSG00000148290"	7	7	9	17	26
"ENSG00000148291"	7	8	10	17	26
"ENSG00000148296"	5	7	9	17	26
"ENSG00000148297"	6	7	9	17	26
"ENSG00000148300"	3	6	11	18	24
"ENSG00000148303"	6	7	9	17	26
"ENSG00000148308"	2	2	5	9	26
"ENSG00000148331"	3	4	5	10	13
"ENSG00000148334"	4	6	8	21	34
"ENSG00000148335"	3	4	4	9	13
"ENSG00000148337"	3	4	9	18	36
"ENSG00000148339"	2	4	7	20	34
"ENSG00000148341"	3	3	10	16	22
"ENSG00000148343"	1	5	7	15	21
"ENSG00000148344"	2	2	6	10	13
"ENSG00000148346"	5	6	8	20	35
"ENSG00000148356"	1	4	6	10	23
"ENSG00000148357"	1	1	2	4	11
"ENSG00000148358"	1	2	4	6	16
"ENSG00000148362"	6	12	18	44	58
"ENSG00000148384"	4	6	10	15	32
"ENSG00000148386"	1	4	5	11	16
"ENSG00000148396"	3	6	10	14	34
"ENSG00000148399"	4	6	7	11	35
"ENSG00000148400"	1	3	5	18	40
"ENSG00000148408"	1	1	1	2	NA
"ENSG00000148411"	1	1	3	6	22
"ENSG00000153707"	1	1	1	1	1
"ENSG00000153714"	1	1	2	2	3
"ENSG00000154330"	1	1	1	5	8
"ENSG00000154529"	1	1	1	2	2
"ENSG00000154537"	1	1	1	2	3
"ENSG00000155158"	1	1	1	3	5
"ENSG00000155282"	2	2	3	5	5
"ENSG00000155621"	1	2	2	5	6
"ENSG00000155827"	3	4	4	9	9
"ENSG00000155833"	1	1	1	1	1
"ENSG00000155875"	1	1	4	6	8
"ENSG00000155876"	3	3	4	6	9
"ENSG00000155886"	1	1	1	2	5
"ENSG00000156017"	1	1	4	5	6
"ENSG00000156049"	1	1	1	3	3
"ENSG00000156052"	1	1	1	2	5
"ENSG00000156345"	1	1	2	3	5
"ENSG00000157303"	2	4	4	7	12
"ENSG00000157653"	4	6	7	12	15
"ENSG00000157654"	3	3	3	4	8
"ENSG00000157657"	1	1	2	4	9
"ENSG00000157693"	1	2	2	5	10
"ENSG00000158079"	1	1	1	4	7
"ENSG00000158122"	1	2	2	6	11
"ENSG00000158169"	1	1	1	3	3
"ENSG00000159069"	4	8	17	38	58
"ENSG00000159884"	6	8	14	21	26
"ENSG00000159899"	5	7	11	23	29
"ENSG00000159921"	2	2	5	6	18
"ENSG00000160271"	2	2	5	15	26
"ENSG00000160293"	1	1	1	4	15
"ENSG00000160323"	3	5	13	17	24
"ENSG00000160325"	3	5	8	17	23
"ENSG00000160326"	3	4	8	16	23
"ENSG00000160339"	1	3	3	4	7
"ENSG00000160345"	4	5	6	12	15
"ENSG00000160349"	4	6	7	11	16
"ENSG00000160360"	4	5	9	14	28
"ENSG00000160401"	5	6	8	17	30
"ENSG00000160404"	5	6	9	17	29
"ENSG00000160408"	3	7	8	19	35
"ENSG00000160445"	1	4	9	17	32
"ENSG00000160446"	3	4	9	17	32
"ENSG00000160447"	4	4	7	17	32
"ENSG00000160539"	2	2	4	8	12
"ENSG00000160563"	1	1	1	3	9
"ENSG00000164946"	1	1	1	3	5
"ENSG00000164967"	5	8	14	18	31
"ENSG00000164970"	1	3	7	18	23
"ENSG00000164972"	3	4	6	14	24
"ENSG00000164975"	2	2	2	4	4
"ENSG00000164976"	2	5	6	13	24
"ENSG00000164978"	2	4	6	10	24
"ENSG00000164985"	2	2	3	4	4
"ENSG00000164989"	1	1	1	1	5
"ENSG00000165006"	1	2	3	9	24
"ENSG00000165023"	1	1	1	2	2
"ENSG00000165025"	1	1	1	2	3
"ENSG00000165028"	3	3	4	10	12
"ENSG00000165029"	1	1	3	6	12
"ENSG00000165030"	1	1	2	3	3
"ENSG00000165059"	3	3	3	6	10
"ENSG00000165060"	1	1	4	5	8
"ENSG00000165072"	1	1	1	4	7
"ENSG00000165091"	1	1	1	2	5
"ENSG00000165092"	1	1	1	3	3
"ENSG00000165105"	1	1	1	2	2
"ENSG00000165113"	1	1	3	8	9
"ENSG00000165115"	1	2	4	7	9
"ENSG00000165118"	2	4	4	6	9
"ENSG00000165119"	3	3	4	5	9
"ENSG00000165124"	1	1	1	4	8
"ENSG00000165138"	1	2	3	4	7
"ENSG00000165140"	1	2	2	4	7
"ENSG00000165152"	1	2	6	9	9
"ENSG00000165181"	1	1	4	7	11
"ENSG00000165185"	1	1	2	6	9
"ENSG00000165188"	4	6	9	14	16
"ENSG00000165202"	2	4	8	18	28
"ENSG00000165204"	3	5	6	16	24
"ENSG00000165209"	1	1	2	5	13
"ENSG00000165219"	1	1	3	6	12
"ENSG00000165233"	3	3	5	7	13
"ENSG00000165238"	1	1	2	8	11
"ENSG00000165244"	2	3	5	6	10
"ENSG00000165264"	3	4	5	7	10
"ENSG00000165269"	2	3	4	9	14
"ENSG00000165271"	2	2	5	8	15
"ENSG00000165272"	2	3	5	8	15
"ENSG00000165275"	3	4	4	8	12
"ENSG00000165280"	5	7	10	10	26
"ENSG00000165282"	5	7	9	10	25
"ENSG00000165283"	4	5	8	10	25
"ENSG00000165304"	1	1	1	3	8
"ENSG00000165643"	2	3	4	12	17
"ENSG00000165661"	2	2	2	13	21
"ENSG00000165684"	5	7	10	13	33
"ENSG00000165688"	5	6	11	14	32
"ENSG00000165689"	4	8	11	13	32
"ENSG00000165695"	1	1	3	9	15
"ENSG00000165698"	3	3	4	9	21
"ENSG00000165699"	1	4	4	10	22
"ENSG00000165702"	2	2	6	9	24
"ENSG00000165716"	2	7	11	22	54
"ENSG00000165724"	3	7	7	11	33
"ENSG00000165802"	4	5	6	24	46
"ENSG00000167081"	1	1	1	2	4
"ENSG00000167094"	5	6	9	17	29
"ENSG00000167103"	5	6	7	22	35
"ENSG00000167106"	2	4	6	22	34
"ENSG00000167110"	3	5	8	18	34
"ENSG00000167112"	4	6	9	19	32
"ENSG00000167113"	3	6	9	18	34
"ENSG00000167114"	3	5	9	18	35
"ENSG00000167118"	2	4	8	15	33
"ENSG00000167123"	1	3	6	14	33
"ENSG00000167130"	3	4	7	12	21
"ENSG00000167136"	4	5	8	17	28
"ENSG00000167157"	1	2	5	10	13
"ENSG00000168263"	2	2	3	3	4
"ENSG00000168795"	2	3	5	7	13
"ENSG00000168828"	2	4	8	20	29
"ENSG00000168913"	2	3	7	20	25
"ENSG00000169071"	1	1	1	1	5
"ENSG00000169155"	1	2	3	4	7
"ENSG00000169583"	6	11	18	44	58
"ENSG00000169692"	2	3	7	20	51
"ENSG00000169925"	1	1	3	3	8
"ENSG00000170122"	2	2	4	NA	NA
"ENSG00000170215"	2	2	2	5	5
"ENSG00000170681"	3	3	3	5	8
"ENSG00000170777"	1	1	3	5	10
"ENSG00000170835"	2	3	5	9	26
"ENSG00000171097"	2	5	10	19	26
"ENSG00000171102"	1	3	3	16	25
"ENSG00000171133"	1	2	2	4	9
"ENSG00000171159"	3	6	9	20	35
"ENSG00000171169"	2	2	7	19	35
"ENSG00000171448"	4	4	5	12	23
"ENSG00000171459"	1	5	8	18	25
"ENSG00000171481"	2	4	6	18	27
"ENSG00000171484"	2	4	7	18	28
"ENSG00000171496"	2	5	9	18	28
"ENSG00000171501"	2	5	8	18	28
"ENSG00000171505"	3	6	7	15	27
"ENSG00000171843"	1	1	1	2	2
"ENSG00000171855"	1	2	5	12	20
"ENSG00000172014"	2	2	2	6	6
"ENSG00000172159"	1	1	1	2	6
"ENSG00000172724"	3	8	12	16	31
"ENSG00000172785"	1	2	4	NA	NA
"ENSG00000172889"	2	3	7	21	48
"ENSG00000173068"	1	1	1	1	3
"ENSG00000173077"	1	1	1	2	4
"ENSG00000173253"	1	1	3	3	4
"ENSG00000173258"	2	2	5	8	10
"ENSG00000173611"	1	1	2	10	12
"ENSG00000173679"	2	4	7	17	27
"ENSG00000174038"	3	6	9	10	25
"ENSG00000174482"	1	1	1	1	1
"ENSG00000175283"	4	5	8	18	23
"ENSG00000175287"	5	6	7	19	24
"ENSG00000175764"	1	1	1	5	9
"ENSG00000175768"	2	2	4	10	12
"ENSG00000175787"	1	2	3	4	8
"ENSG00000175854"	3	6	9	18	33
"ENSG00000175893"	1	1	3	3	4
"ENSG00000176058"	6	14	19	38	61
"ENSG00000176101"	8	12	19	39	61
"ENSG00000176134"	1	1	1	2	6
"ENSG00000176248"	8	12	21	38	62
"ENSG00000176386"	3	6	7	14	16
"ENSG00000176399"	1	1	1	1	4
"ENSG00000176884"	4	8	21	38	63
"ENSG00000176919"	5	9	17	38	58
"ENSG00000176978"	2	6	18	39	61
"ENSG00000177047"	2	3	9	16	19
"ENSG00000177076"	1	1	4	4	8
"ENSG00000177125"	1	3	3	5	7
"ENSG00000177239"	4	7	16	41	60
"ENSG00000177943"	5	7	14	33	63
"ENSG00000177984"	4	9	15	26	61
"ENSG00000177992"	1	1	2	4	4
"ENSG00000178031"	1	1	1	2	5
"ENSG00000178243"	1	1	2	9	16
"ENSG00000178445"	1	1	2	4	6
"ENSG00000178919"	1	2	3	9	15
"ENSG00000178966"	2	3	4	5	9
"ENSG00000179055"	1	1	7	11	11
"ENSG00000179058"	3	4	4	9	13
"ENSG00000180071"	1	1	1	3	4
"ENSG00000180264"	2	3	4	5	12
"ENSG00000180447"	1	1	1	2	2
"ENSG00000180539"	5	11	18	44	58
"ENSG00000180549"	5	11	18	44	58
"ENSG00000181090"	1	1	1	8	17
"ENSG00000181634"	1	1	2	5	11
"ENSG00000181778"	2	2	2	6	9
"ENSG00000182150"	1	1	1	2	6
"ENSG00000182154"	3	4	8	12	36
"ENSG00000182368"	2	2	2	2	3
"ENSG00000182752"	1	1	1	3	4
"ENSG00000183148"	1	1	1	1	3
"ENSG00000183354"	1	2	3	5	10
"ENSG00000183784"	2	3	4	NA	NA
"ENSG00000184434"	2	2	3	5	7
"ENSG00000184659"	2	2	2	4	7
"ENSG00000184709"	6	8	21	38	63
"ENSG00000184925"	5	9	16	38	59
"ENSG00000184995"	1	2	4	9	22
"ENSG00000185585"	2	2	6	7	15
"ENSG00000185681"	3	3	6	8	19
"ENSG00000185775"	1	1	2	2	4
"ENSG00000185863"	6	9	20	38	63
"ENSG00000185920"	1	1	1	2	5
"ENSG00000185963"	1	1	2	6	15
"ENSG00000185972"	3	5	5	7	23
"ENSG00000186051"	2	3	3	5	5
"ENSG00000186130"	3	4	5	13	23
"ENSG00000186193"	6	10	16	43	59
"ENSG00000186350"	1	1	1	2	5
"ENSG00000186354"	3	3	3	3	7
"ENSG00000186638"	1	3	5	10	25
"ENSG00000186803"	5	7	9	18	19
"ENSG00000186881"	2	3	6	9	12
"ENSG00000186943"	1	6	7	11	12
"ENSG00000187003"	3	3	5	6	8
"ENSG00000187024"	5	6	8	17	30
"ENSG00000187186"	6	10	13	16	31
"ENSG00000187210"	1	1	2	4	4
"ENSG00000187239"	1	1	3	10	14
"ENSG00000187559"	3	3	4	5	10
"ENSG00000187609"	1	1	8	28	49
"ENSG00000187616"	2	3	6	17	22
"ENSG00000187713"	8	15	20	38	61
"ENSG00000187742"	3	3	3	4	7
"ENSG00000187753"	2	3	3	5	6
"ENSG00000187764"	1	1	2	4	7
"ENSG00000187796"	4	7	9	13	32
"ENSG00000187866"	2	2	2	4	10
"ENSG00000187922"	5	5	11	23	58
"ENSG00000188133"	1	1	1	7	14
"ENSG00000188152"	2	2	4	5	10
"ENSG00000188163"	8	12	19	34	59
"ENSG00000188229"	8	12	19	35	60
"ENSG00000188312"	3	4	5	9	12
"ENSG00000188352"	1	1	1	4	13
"ENSG00000188379"	3	5	8	16	20
"ENSG00000188386"	2	3	4	8	9
"ENSG00000188394"	2	2	3	9	19
"ENSG00000188483"	1	2	4	10	23
"ENSG00000188523"	1	1	3	8	12
"ENSG00000188566"	9	16	20	38	61
"ENSG00000188647"	1	1	3	3	7
"ENSG00000188710"	3	3	3	8	14
"ENSG00000188747"	4	5	5	26	48
"ENSG00000188833"	5	5	5	26	48
"ENSG00000188921"	2	2	3	11	20
"ENSG00000188938"	2	2	2	5	9
"ENSG00000188959"	1	4	4	7	8
"ENSG00000188986"	5	12	19	33	57
"ENSG00000196092"	1	1	1	2	5
"ENSG00000196116"	1	2	3	6	11
"ENSG00000196152"	3	5	6	8	21
"ENSG00000196196"	1	2	8	19	28
"ENSG00000196305"	1	2	3	8	11
"ENSG00000196312"	2	2	4	5	10
"ENSG00000196358"	1	1	2	5	9
"ENSG00000196363"	1	1	2	4	6
"ENSG00000196366"	3	4	7	15	37
"ENSG00000196400"	2	2	3	5	6
"ENSG00000196409"	1	1	2	2	2
"ENSG00000196422"	3	4	6	12	15
"ENSG00000196597"	1	1	4	7	11
"ENSG00000196642"	5	8	13	30	64
"ENSG00000196730"	1	1	1	2	5
"ENSG00000196739"	1	1	3	8	10
"ENSG00000196774"	3	3	3	5	5
"ENSG00000196781"	1	1	1	1	2
"ENSG00000196814"	1	1	1	2	6
"ENSG00000196873"	2	3	4	5	9
"ENSG00000196979"	2	3	4	5	13
"ENSG00000196990"	2	2	5	17	21
"ENSG00000197070"	4	5	7	11	31
"ENSG00000197191"	9	13	19	37	60
"ENSG00000197233"	3	5	6	16	27
"ENSG00000197355"	4	9	18	43	59
"ENSG00000197506"	1	1	1	1	7
"ENSG00000197579"	4	4	6	7	10
"ENSG00000197646"	1	1	3	7	14
"ENSG00000197694"	1	2	5	15	35
"ENSG00000197724"	1	1	2	3	8
"ENSG00000197768"	6	13	19	33	58
"ENSG00000197816"	1	1	1	3	10
"ENSG00000197859"	1	3	7	17	23
"ENSG00000197919"	1	3	6	13	20
"ENSG00000197958"	3	4	6	9	23
"ENSG00000197969"	1	1	1	2	5
"ENSG00000198000"	3	3	4	8	11
"ENSG00000198113"	3	8	16	32	56
"ENSG00000198121"	1	1	1	2	5
"ENSG00000198435"	3	5	14	29	54
"ENSG00000198454"	7	10	15	41	60
"ENSG00000198467"	5	8	12	21	27
"ENSG00000198569"	9	14	19	37	60
"ENSG00000198642"	2	4	7	16	20
"ENSG00000198680"	1	1	1	1	1
"ENSG00000198722"	1	1	2	10	25
"ENSG00000198785"	1	1	3	6	9
"ENSG00000198853"	1	2	4	16	31
"ENSG00000198870"	4	8	11	18	25
"ENSG00000198876"	1	1	3	6	13
"ENSG00000198887"	1	1	3	4	5
"ENSG00000198917"	4	4	7	17	27
"ENSG00000198963"	1	1	1	2	6
"ENSG00000203286"	2	2	2	2	3
"ENSG00000203993"	3	5	7	11	30
"ENSG00000204001"	4	8	14	25	61
"ENSG00000204007"	1	2	6	11	16
"ENSG00000204193"	1	2	3	6	8
"ENSG00000204246"	2	4	7	11	12
"ENSG00000204291"	1	1	2	6	7
"ENSG00000204352"	2	2	2	8	10
"ENSG00000204446"	1	1	1	2	3
"ENSG00000204612"	1	1	1	3	4
"ENSG00000204669"	1	1	3	5	7
"ENSG00000204711"	1	1	1	4	6
"ENSG00000204779"	1	1	1	2	4
"ENSG00000204788"	2	2	2	5	6
"ENSG00000204790"	2	3	3	5	6
"ENSG00000204793"	2	2	3	5	6
"ENSG00000204807"	2	2	2	2	3
"ENSG00000204814"	1	1	1	2	3
"ENSG00000204828"	2	2	2	2	5
"ENSG00000204848"	1	1	1	2	2
"ENSG00000204849"	1	1	2	2	2
"ENSG00000204930"	5	6	12	21	29
"ENSG00000205108"	2	3	10	16	31
"ENSG00000205143"	6	10	13	18	31
"ENSG00000205442"	1	1	1	1	1
"ENSG00000205549"	1	1	1	3	3
"ENSG00000205808"	3	4	5	7	11
"ENSG00000212864"	9	14	19	38	61
"ENSG00000212952"	1	1	2	2	4
"ENSG00000213213"	4	9	14	29	63
"ENSG00000213221"	4	7	9	14	31
"ENSG00000213694"	3	3	3	3	7
"ENSG00000213927"	5	10	13	16	31
"ENSG00000213930"	8	10	13	17	30
"ENSG00000214042"	4	7	8	18	19
"ENSG00000214402"	6	11	16	43	59
"ENSG00000214645"	1	1	1	1	3
"ENSG00000214929"	1	1	1	1	2
"ENSG00000215066"	2	2	3	5	8
"ENSG00000215126"	1	2	2	2	5
"ENSG00000215183"	5	6	14	22	29
"ENSG00000215187"	2	4	7	18	30
"ENSG00000215428"	2	3	3	4	13
"ENSG00000221829"	4	7	10	10	26
"ENSG00000224854"	2	4	4	4	6
"ENSG00000227921"	1	1	1	2	2
"ENSG00000228083"	3	5	10	19	19
"ENSG00000228278"	4	4	5	6	11
"ENSG00000228537"	2	2	4	5	9
"ENSG00000229314"	4	4	5	7	11
"ENSG00000230185"	2	3	3	5	8
"ENSG00000230453"	1	1	2	6	13
"ENSG00000231997"	2	2	2	2	2
"ENSG00000232434"	5	8	14	33	63
"ENSG00000232833"	2	2	2	5	5
"ENSG00000232850"	4	6	8	20	34
"ENSG00000232866"	2	2	2	2	5
"ENSG00000233198"	10	14	19	37	60
"ENSG00000233434"	2	3	3	5	5
"ENSG00000233788"	1	1	1	2	2
"ENSG00000233816"	3	5	7	16	20
"ENSG00000234214"	1	1	1	2	3
"ENSG00000234734"	1	1	1	1	1
"ENSG00000234829"	4	6	9	18	19
"ENSG00000236029"	1	1	1	1	1
"ENSG00000236637"	4	7	8	17	19
"ENSG00000237198"	2	2	2	2	2
"ENSG00000238227"	2	2	4	10	21
"ENSG00000239590"	3	6	7	15	27
"ENSG00000241043"	3	4	5	7	10
"ENSG00000241697"	2	2	4	6	7
"ENSG00000241978"	2	3	3	4	8
"ENSG00000242616"	4	4	6	8	10
"ENSG00000242631"	2	2	2	2	3
"ENSG00000243444"	3	3	3	3	7
"ENSG00000244115"	3	4	6	8	10
"ENSG00000244187"	4	8	14	29	62
"ENSG00000251184"	4	5	8	18	23
"ENSG00000251349"	2	2	4	6	7
"ENSG00000255800"	3	4	8	11	12
"ENSG00000256040"	2	3	3	3	4
"ENSG00000257019"	3	4	8	11	12
"ENSG00000258728"	7	10	13	16	30
"ENSG00000260230"	2	3	3	7	10
"ENSG00000260970"	1	1	1	2	2
"ENSG00000267206"	5	7	12	25	59
"ENSG00000267845"	2	4	8	15	28
"ENSG00000267987"	3	3	3	6	10
"ENSG00000268155"	2	2	3	7	16
"ENSG00000268211"	4	7	9	18	33
"ENSG00000268482"	2	2	2	7	30
"ENSG00000268578"	1	1	1	1	4
"ENSG00000268708"	1	1	2	2	3
"ENSG00000268926"	1	1	1	2	5
"ENSG00000268996"	5	8	16	43	60
"ENSG00000269295"	2	2	3	7	9
"ENSG00000269305"	2	2	2	8	14
"ENSG00000269337"	1	1	1	5	8
"ENSG00000269408"	1	1	2	6	16
"ENSG00000269510"	3	6	9	10	25
"ENSG00000269738"	2	2	4	15	24
"ENSG00000272896"	4	8	14	28	62
"ENSG00000012779"	1	2	3	4	12
"ENSG00000014919"	3	3	4	7	13
"ENSG00000015171"	1	1	2	NA	NA
"ENSG00000019995"	2	2	2	5	6
"ENSG00000023041"	3	3	3	5	5
"ENSG00000023839"	1	1	4	7	15
"ENSG00000026025"	1	2	3	4	7
"ENSG00000026103"	2	3	3	8	18
"ENSG00000035403"	1	1	3	7	16
"ENSG00000042286"	3	4	5	8	15
"ENSG00000043591"	1	1	2	8	13
"ENSG00000047056"	1	2	5	7	9
"ENSG00000048740"	1	1	1	1	2
"ENSG00000052749"	1	4	10	18	27
"ENSG00000055950"	5	6	8	13	18
"ENSG00000057608"	1	2	4	7	14
"ENSG00000059573"	1	2	4	4	10
"ENSG00000059915"	4	7	9	13	23
"ENSG00000060339"	1	1	3	7	15
"ENSG00000062650"	1	1	1	4	8
"ENSG00000065154"	1	2	3	5	8
"ENSG00000065328"	1	3	5	7	12
"ENSG00000065613"	1	2	3	7	11
"ENSG00000065618"	1	2	4	8	11
"ENSG00000065621"	2	3	5	7	11
"ENSG00000065665"	2	4	4	6	8
"ENSG00000065675"	1	1	1	2	5
"ENSG00000065809"	1	1	1	5	12
